Label,Message
ham,I'll call you later.
ham,look for direction to mumbai in maps
info,"Thank you for choosing radiocabs for 2012-01-30 at 13:22. Cab:KA57A7138 , Chauffer: Nicolas, Cell: 9165322465 will reach you. T&C apply, visit www.radiocabs.com"
spam,Delivered: Your package withSmarty Pet Soft padded Body Set...was successfully delivered. More info at http://snapdeal.com/cBfWh1e
ham,yeah what time is it again?
info,"Repair ref.no for your car is JC43736167 opened on 2014-12-09 10:33hrs,ETD of your car is 2014-12-10 12:46hrs and est.repair amt is Rs.2982 Rgds, Hyundai Auto Agency"
ham,next chemistry class is on tuesday 2-3pm
spam,"Greetings, Paytm SELLER SERVICES wishes you a Happy Marriage Anniversary."
spam,Delivered: Your package withPrestige PGMFB 800-Watt Grill Sandwich Toasterwas successfully delivered. More info at http://amazon.com/cBfWh1e
info,"Welcome to HOMETOWN BC R.No. 201, 124, 213 Ch.In 2010-08-12 13:39 Ch.out 2010-08-24 12:00."
ham,No . Its between u and my parents…
ham,lets meet after a month
spam,Delivered: Your package withFormula 1 Black Gold Tire Shine (680 ml)was successfully delivered. More info at http://patm.com/cBfWh1e
spam,Delivered: Your package withSri Low Quality Stainless Steel Blades With Safety Guard Dog Nail Clipper~was successfully delivered. More info at http://patm.com/cBfWh1e
info,"[Joe Muggs] Hi Stephen, your reservation is confirmed for 5 people on 2010-12-20 at 13:26. We can hold your table for a maximum of 10 mins."
ham,greet mary and her brother
ham,lets meet day after 23 oct
ham,meeting will be there at 5pm
ham,Can you pick me up from the airport on the 17th?
info,"Dear Guest, Thanks for choosing Haldiram 's. Order ID 3447. Delivery by 2010-11-01 10:53. Enjoy 19% discount on your next purchase. Code R5M4ON. T&C."
info,"Welcome to Biodynamic Massage salon R.No. 115, 193, 431, 463 Ch.In 2010-12-02 16:15 Ch.out 2010-12-18 12:00."
ham,ok.. then meet friday eveng at fossil-fuel power station
info,"Dear Guest, Thanks for choosing Dracula 's Cabaret Restaurant. Order ID 7187. Delivery by 2014-09-16 22:42. Enjoy 10% discount on your next purchase. Code EWXKD7. T&C."
ham,mary's birthday party on 12th. meet susan there
ham,may meet susan in may 2nd week
ham,Mary will meet me today at lunch
spam,Delivered: Your package withThe Official Guide to the GR...was successfully delivered. More info at http://shopclues.com/cBfWh1e
ham,Reply to rohini mail at 7:30pm
ham,I need to pick up few kg tomatoes while coming from office
info,"Welcome to varandah R.No. 307, 268 Ch.In 2009-10-29 2:48 Ch.out 2009-11-27 12:00."
info,"* KSRTC m-Ticket *  from: SAGAR to: PUDUKOTAI PsngrName: Victor TripCode: 1647SAGPUD PNR No.: J32944568 JnyDate: 2013-07-16 DepTime: 16:47  SeatNo.: 49, 10, 28, 52, 39  Class: Non-AC chair  BoardingPt: SAGAR Bus Stand Road Txn Password: 8351 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
spam,OTP is 381871 for the txn of INR 4771.00 at SPICE JET on your ICICI bank Debit card ending with 7627. Valid till 20:24:48. Do not share the OTP with anyone for security reasons
spam,OTP is 333726 for the txn of INR 17204.00 at Maruti Auto Agency on your SBI bank CREDIT card ending with 5687. Valid till 16:42:23. Do not share the OTP with anyone for security reasons
info,"Hi Customer, Booking ID: WFCCPSF. Seats: PLATINUM-J10,J11,J12, 3 seat(s) for Hacksaw Ridge on 2013-07-10 6:42 at Innovative Multiplex: Marathahalli. Please carry your CC/DC card which was used for booking tickets."
info,"Repair ref.no for your car is JC38384445 opened on 2011-05-18 16:40hrs,ETD of your car is 2011-05-19 1:58hrs and est.repair amt is Rs.1351 Rgds, Lakshmi Auto Agency"
spam,"Greetings, UCO Bank wishes you a Happy Independence day."
info,Welcome to Go-Karts Plus R.No. 568 Ch.In 2011-07-16 14:27 Ch.out 2011-08-10 12:00.
ham,remind me to complete the assignment on time
ham,Plans for lunch?
spam,"Greetings, Docomo wishes you a Happy Holi."
ham,Hey..r u free tomorrow??
spam,Delivered: Your package withArtificial Intelligence: A Modern Approachwas successfully delivered. More info at http://amazon.com/cBfWh1e
info,"Welcome to Rooftop Building R.No. 242, 197, 535 Ch.In 2010-09-09 21:12 Ch.out 2010-10-01 12:00."
ham,lets meet on morning after chuseok
ham,remind me to turn on the geysor every morning at 6
info,"Hi Customer, Booking ID: W3ZVNCN. Seats: PLATINUM-N13,N14,N15,N16,N17,N18,N19, 7 seat(s) for Ice Age: Collision Course on 2015-01-27 10:48 at Rex Theatre: Brigade Road. Please carry your CC/DC card which was used for booking tickets."
spam,Delivered: Your package withWise and Otherwisewas successfully delivered. More info at http://myantra.com/cBfWh1e
ham,Tom told no to her
ham,Hey..remember we have to attend Khushi's party tomorrow..
ham,"sure, when is a good time?"
ham,Ya he is working hard to get in top 10.
spam,"Consult our expert Dr.Veena(34 years of experience in Gynaecology) from Mon to Sat,5pm-6.30pm for Rs.500 only at Apollo Clinic Indiranagar. Call 080-39202237/15"
info,YourBus (ALIKE-HUNDIMALA 4:25) left  Chamarajpet at 5:25 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
info,Aryan Auto Agency : Service of your car KA54X4444 is due in 11 days on 2011-04-10. Please contact us at 9454571531 to book a service.
spam,Delivered: Your package withAutofurnish Magnetic Sun Shades for Tata Safari Storm...was successfully delivered. More info at http://myantra.com/cBfWh1e
info,Aryan Auto Agency : Service of your car KA17H2116 is due in 67 days on 2014-06-25. Please contact us at 9863256827 to book a service.
ham,ok I will call her.
info,"* KSRTC m-Ticket *  from: Madurai to: KARAIKUDI PsngrName: Caden TripCode: 339MadKAR PNR No.: J93970558 JnyDate: 2010-01-12 DepTime: 3:39  SeatNo.: 45, 15, 17, 50, 19, 20, 56  Class: Non-AC Sleeper  BoardingPt: Madurai Residency Road Txn Password: 7837 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
ham,I'll be in london this day next year.
info,Appointment with Dr Damien in KASARGOD on 2011-07-28 at 3:21 is confirmed. For queries call 1800 8721 1518. Your appt. might get delayed in case the doctor is attending an emergency.
ham,i will call john on monday night at 12am in office
info,"* KSRTC m-Ticket *  from: KOLAR to: THRISSUR PsngrName: Adrian TripCode: 2243KOLTHR PNR No.: J38748795 JnyDate: 2010-05-18 DepTime: 22:43  SeatNo.: 56, 49, 58, 31  Class: AC Sleeper  BoardingPt: KOLAR Rly Station Txn Password: 4422 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
spam,OTP is 187566 for the txn of INR 12964.00 at Jabong on your SBI bank CREDIT card ending with 4664. Valid till 23:32:37. Do not share the OTP with anyone for security reasons
ham,Call Pitaji once...
info,"Repair ref.no for your car is JC64374562 opened on 2013-01-03 3:22hrs,ETD of your car is 2013-01-04 10:33hrs and est.repair amt is Rs.2414 Rgds, Maruti Auto Agency"
ham,I need to drop off the luggage by EOD
ham,Tom's father is Harper's son.
info,"PNR:4664775546,TRAIN:12135,DOJ:2011-08-19,AC3,BGAE-BHET,Dep:1:11, Dillon,B2 59 , Fare:6318,SC:10.0+PG+INS"
info,"Hi Customer, Booking ID: WXAA8KE. Seats: GOLD-H11,H12,H13, 3 seat(s) for Allegiant on 2014-08-02 20:52 at INOX: Garuda Swagath Mall, Jayanagar. Please carry your CC/DC card which was used for booking tickets."
ham,lets have lunch tmrw
info,"Hi Customer, Booking ID: WC9327I. Seats: PLATINUM-J3,J4,J5, 3 seat(s) for Independence Day: Resurgence on 2011-09-17 10:39 at Gopalan Cinemas: Arcade Mall, Mysore Road. Please carry your CC/DC card which was used for booking tickets."
info,"[Oomassa] Hi Jeremy, your reservation is confirmed for 14 people on 2014-03-02 at 9:12. We can hold your table for a maximum of 23 mins."
ham,congratulate ram for his first job
spam,OTP is 211787 for the txn of INR 4742.00 at Askme on your SBI bank Debit card ending with 3147. Valid till 22:41:30. Do not share the OTP with anyone for security reasons
spam,OTP is 883385 for the txn of INR 16104.00 at AirportTaxi on your SBI bank Debit card ending with 7723. Valid till 13:19:37. Do not share the OTP with anyone for security reasons
info,"Thank you for choosing taxiforsure for 2011-01-16 at 22:46. Cab:KA71G1667 , Chauffer: Martin, Cell: 9561781322 will reach you. T&C apply, visit www.taxiforsure.com"
info,The PNR for your INDIGO Flt 6H172 for DIB-PAB on 2010-04-13 at 22:16 hrs  is Q7XEUQ. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
info,Bimal Auto Agency : Service of your car KA13R5864 is due in 41 days on 2011-02-11. Please contact us at 9511463762 to book a service.
spam,Delivered: Your package withuBall Lappie Piano ..was successfully delivered. More info at http://jabong.com/cBfWh1e
info,Aryan Auto Agency : Service of your car KA76I4332 is due in 52 days on 2014-10-31. Please contact us at 9217337651 to book a service.
ham,electricity bill has to be paid on or before 4th
info,"Dear Guest, Thanks for choosing Hillbilly 's. Order ID 8168. Delivery by 2009-09-26 20:52. Enjoy 4% discount on your next purchase. Code HQ27BI. T&C."
ham,doctors today at 4:15
info,Bill dated 2010-06-27 for Rs 249 has been generated for your Jio fixedline/broadband relationship no. 11648757. The same will reach you by 2010-06-30. Due date: 2010-07-12.
ham,noo!! She is still confused
ham,want to meet u buddy…..
spam,Trip tracking details for cab KA91z9879 booked by devon garcia: Trip InProgress:
spam,Delivered: Your package withZoook ZB-Rocker-2 Wireless B...was successfully delivered. More info at http://shopclues.com/cBfWh1e
info,"PNR:4882526261,TRAIN:5177,DOJ:2011-03-15,SL,BQN-BKU,Dep:22:24, Ethan,S9 73 , Fare:4252,SC:10.0+PG+INS"
ham,At their hometown kerla..
info,Thank you for using your HDFC bank CREDITcard ending 3121 for Rs. 213.00 in OOTY at Snapdeal on 2013-09-13 8:17
spam,OTP is 218121 for the txn of INR 11195.00 at JET Airways on your ICICI bank CREDIT card ending with 2131. Valid till 0:43:37. Do not share the OTP with anyone for security reasons
spam,"Greetings, AMAZON SELLER SERVICES wishes you a Happy New Year."
spam,Cannot process request. Your mobile number is already registered. TID :34483284653
info,The PNR for your SPICE JET Flt 4M882 for IXE-BEP on 2012-05-05 at 21:43 hrs  is KQXPQO. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
ham,my credit card bill is due on 21st
info,YourBus (KOLAR GOLD FIELD-Shivamogga 1:17) left  Dairy Circle at 2:17 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
info,YourBus (KODAIKANAL-SECUNDERABAD 9:16) left  Electronic City at 10:16 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
spam,"Dear INDIGO Customer, flight 3Y131 from BKB shall be boarding from gate 13G. Boarding gate closes8 mins prior to the departure time."
info,"Dear Guest, Thanks for choosing Hard Rock Cafe. Order ID 8586. Delivery by 2011-10-14 9:40. Enjoy 20% discount on your next purchase. Code LEP7A8. T&C."
spam,Delivered: Your package with99 Digitals Dual USB Universal Car Charger 2.1Amp For iPhon...was successfully delivered. More info at http://myantra.com/cBfWh1e
info,"Thank you for choosing ucabs for 2013-02-04 at 7:46. Cab:KA62H2556 , Chauffer: Peyton, Cell: 9328858478 will reach you. T&C apply, visit www.ucabs.com"
spam,OTP is 516831 for the txn of INR 12536.00 at Ola on your AXIS bank CREDIT card ending with 7621. Valid till 11:22:32. Do not share the OTP with anyone for security reasons
info,Bill dated 2011-08-31 for Rs 815 has been generated for your Aircel fixedline/broadband relationship no. 84786764. The same will reach you by 2011-09-03. Due date: 2011-09-15.
info,"* KSRTC m-Ticket *  from: Hyderabad to: Bengaluru PsngrName: Shane TripCode: 1153HydBen PNR No.: J68186831 JnyDate: 2015-07-30 DepTime: 11:53  SeatNo.: 1, 36, 38, 9, 17, 50, 52  Class: Non-AC Sleeper  BoardingPt: Hyderabad MG Road Txn Password: 2773 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
spam,Delivered: Your package withArriving by End of Day: Order#..2308was successfully delivered. More info at http://amazon.com/cBfWh1e
spam,OTP is 284168 for the txn of INR 5361.00 at Myantra on your ICICI bank Debit card ending with 7411. Valid till 16:42:50. Do not share the OTP with anyone for security reasons
spam,Delivered: Your package withPhilips Beard Trimmer Cordless for Men QT4001/15was successfully delivered. More info at http://myantra.com/cBfWh1e
info,"Thank you for choosing radiocabs for 2010-12-17 at 13:33. Cab:KA28W5467 , Chauffer: Joseph, Cell: 9175757221 will reach you. T&C apply, visit www.radiocabs.com"
spam,OTP is 323143 for the txn of INR 17546.00 at Bimal Auto Agency on your ICICI bank Debit card ending with 1885. Valid till 11:16:40. Do not share the OTP with anyone for security reasons
ham,Charlie's house for drinks next Wednesday at 10 till late
info,"Welcome to University Village Park R.No. 265, 251, 473 Ch.In 2014-05-31 23:48 Ch.out 2014-06-10 12:00."
info,"[Kianti's] Hi Edwin, your reservation is confirmed for 21 people on 2015-06-28 at 4:23. We can hold your table for a maximum of 3 mins."
ham,Cool see you there
info,Bill dated 2013-11-11 for Rs 1062 has been generated for your Jio fixedline/broadband relationship no. 72152583. The same will reach you by 2013-11-14. Due date: 2013-11-26.
info,YourBus (HIRIYUR-ANWATTI 0:57) left  Agara Flyover at 1:57 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
info,Appointment with Dr Elias in KOTTAYAM on 2010-09-01 at 16:47 is confirmed. For queries call 1800 4688 7718. Your appt. might get delayed in case the doctor is attending an emergency.
ham,credit card bill is due on 27th
info,Bimal Auto Agency : Service of your car KA63M2251 is due in 12 days on 2014-12-31. Please contact us at 9467674177 to book a service.
ham,remind me to open a bank account tomorrow afternoon
spam,"Free Pedicure! This monsoon pamper yourself at home with HOUSEJOY beauty services- Facials, Detan,Hair Spas & more. Use Code FPEDI on http://bit.ly/2hjblr T&C."
ham,wish all the best to john for his exams next week
info,The PNR for your JET Airways Flt 1Q417 for GAU-STV on 2009-10-10 at 22:14 hrs  is KZ3CQA. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
ham,Tmrw is the recital ! 8pm!
info,"DEAR Jack, THANK YOU FOR YOUR BOOKING (ORDER ID: 31643), YOUR ORDER HAS BEEN ASSIGNED TO Johnny(9852618272) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2010-07-16 at 10:32. FOR ASSISTANCE WHATSAPP US ON 8161178286."
ham,have to do shopping for my family on coming weekend
spam,"Gold & Biryani-There is nothing better than this! At the foodpanda Cuisine Festival, ordering biryani gets you a gold coin. Order here https://goo.gl/FN7Etu"
spam,"Wow Offers: i)STV 139-Unlimited Local/STD BSNL to BSNL with 300MB Data, 28 Days. ii) STV 339 -Unlimited Local/STD BSNL to BSNL/Others with 1GB Data, 28 Days."
info,"PNR:4216787317,TRAIN:23784,DOJ:2012-07-11,AC3,AUNG-BTI,Dep:3:10, James,B4 39 , Fare:4938,SC:10.0+PG+INS"
ham,attend john's wedding
spam,Delivered: Your package withMaths Tables Book for beginners | Learning Tables 1 to ~was successfully delivered. More info at http://ebay.com/cBfWh1e
info,Appointment with Dr Stephen in CHIKKAMAGALURU on 2010-02-21 at 9:31 is confirmed. For queries call 1800 4213 3283. Your appt. might get delayed in case the doctor is attending an emergency.
ham,I think we all should attend Prof. Shankar's marriage.
spam,"Dear customer, We wish you a Happy Onam. Thanks for being a Paytm SELLER SERVICES customer."
info,Lakshmi Auto Agency : Service of your car KA24X1245 is due in 18 days on 2009-11-25. Please contact us at 9722636755 to book a service.
ham,Sure din on the 21st @ 5 to 7
info,Thank you for using your ICICI bank Debitcard ending 5446 for Rs. 1570.00 in Kozhikode at Jabong on 2012-09-22 9:27
ham,remind me to book train tickets
spam,"Your order, 11074733 is delivered. Please rate our services, by using our missed call service. Like @ 09119339606 Dislike @ 07420432879"
spam,Added Rs. 1000 to your Paytm wallet. Transaction ID: 4820222852. Current Balance: 1002.0. Get 1 Lakh items at 80% Discount. http://m.p-y.tm/uo. Shop at Mahabazaar
info,"[MCL Cafeterias] Hi Austin, your reservation is confirmed for 22 people on 2011-09-09 at 0:43. We can hold your table for a maximum of 44 mins."
